Food_Item,Category,Carbohydrates_g,Protein_g,Fat_g,Fiber_g,Calories,Total_Macros_g,Carbs_Protein_Ratio,Calorie_Density_Label
30 Mini-Feuilletés Saveur Du Soleil,Pastry,27.0,6.4,16.0,2.2,279.0,49.4,4.218743408213425,Medium
Flamed Baked Pizza Based,Pastry,46.82,9.27,8.09,2.18,301.8,64.18,5.0506957381923,High
Chlazené Listové Těsto,Pastry,35.0,6.2,24.0,1.1,396.0,65.2,5.645152185238411,High
Custard,Pastry,15.0,2.2,3.0,0.4,97.0,20.2,6.818150826587151,Low
Golden Yorkshires,Pastry,39.0,5.1,12.0,1.2,287.0,56.1,7.647043829325826,Medium
Puff Pastry,Pastry,40.5,6.5,23.7,1.3,404.0,70.7,6.230759644985162,High
Masa Para Pizza,Pastry,48.0,8.2,2.4,1.3,268.0,58.6,5.853651397986101,Medium
Chaque Jour Pate Feuilleté,Pastry,37.0,2.5,20.0,3.9,346.0,59.5,14.799940800236799,High
Cornish Pasty Original,Pastry,23.5,6.5,15.3,2.5,263.0,45.3,3.6153790532629952,Medium
Pumpkin Bread & Muffin Mix,Pastry,40.1,7.0,7.2,1.4,256.0,54.300000000000004,5.728563244909651,Medium
Ready Rolled Puff Pastry,Pastry,47.6,6.6,24.3,2.8,441.0,78.5,7.212110284681388,High
Vermicelles À Base De Haricot Mungo,Pastry,84.0,0.5,0.5,5.5,347.0,85.0,167.99664006719868,High
All Butter Pastry Mince Pies With Brandy & Port,Pastry,60.32,3.87,14.68,1.29,391.9,78.87,15.586523032240226,High
Protein-Packed Power Waffles Buttermilk & Vanilla,Pastry,34.21,15.79,14.47,3.95,328.9,64.47,2.166559742520746,High
Bouchées Feuilletées,Pastry,41.0,8.1,40.7,0.0,567.0,89.80000000000001,5.061722146022042,High
Light Devon Custard,Pastry,12.1,2.9,2.0,0.5,78.0,17.0,4.1723994055192914,Low
Pastry Dough With Apple And Cinnamon Filling,Pastry,50.4,7.2,8.2,1.3,312.0,65.8,6.999990277791281,High
Boni Vemicelles De Chocolat Au Lait,Pastry,69.0,6.2,17.0,3.6,460.0,92.2,11.12901430804144,High
Hagelslag Melk Twinkelz,Pastry,69.3,3.6,17.1,6.2,463.0,90.0,19.24994652792631,High
Almond Flour Pancake & Waffle Mix Original,Pastry,55.0,10.0,20.0,5.0,400.0,85.0,5.4999945000055,High
Flan Entremet Framboise,Pastry,15.0,3.2,1.5,0.1,86.0,19.7,4.6874853516082755,Low
Potax,Pastry,87.0,0.5,0.5,0.0,350.0,88.0,173.99652006959863,High
Gluten-Free Pancake Mix,Pastry,77.36,3.77,0.94,1.89,339.6,82.07,20.51983946992183,High
Twinkelz,Pastry,67.6,5.4,15.0,7.0,441.0,88.0,12.518495336119747,High
Buttermilk Complete Pancake Mix,Pastry,76.27,6.78,1.69,1.69,355.9,84.74,11.249245945064978,High
Thin & Crispy Pizza Bases,Pastry,50.5,7.6,1.0,3.0,247.0,59.1,6.644728099041975,Medium
Puff Pastry Twists,Pastry,51.0,12.0,29.0,3.3,515.0,92.0,4.249996458336285,High
All Steak Pie,Pastry,19.8,8.8,12.6,0.9,230.0,41.2,2.2499974431847236,Medium
Cheddar & Onion Chutney Rolls,Pastry,30.8,9.6,19.9,2.0,346.0,60.3,3.208329991322926,High
Madagascan Vanilla Custard,Pastry,14.9,3.1,14.2,0.0,201.0,32.2,4.806436108270618,Medium
Vermicelles De Chocolat,Pastry,69.0,6.0,15.0,6.6,443.0,90.0,11.499980833365278,High
Vegan Chicken And Mushroom Pie,Pastry,23.2,7.4,14.3,1.7,254.0,44.900000000000006,3.1351308984717585,Medium
Mr Kipling Bramley Apple Pies 6Pk,Pastry,54.9,3.4,13.2,1.4,355.0,71.5,16.14701133231961,High
All Butter Puff Pastry,Pastry,29.8,5.7,28.9,4.8,412.0,64.4,5.2280610034017485,High
Almond Flour Baking Mix Brownie,Pastry,56.52,8.7,26.09,8.7,434.8,91.31,6.496544256845683,High
Pop Tarts,Pastry,72.92,3.75,10.0,4.0,400.0,86.67,19.445281479249388,High
Deluxe Custard,Pastry,15.9,2.8,5.0,1.0,122.0,23.7,5.678551148031614,Medium
Fondant Caramel Au Beurre Salé,Pastry,52.5,4.0,18.5,0.0,394.0,75.0,13.124967187582032,High
Bouchées À La Reine,Pastry,21.0,7.5,20.0,1.5,297.0,48.5,2.7999962666716445,Medium
Organic Classic Pancake & Waffle Mix,Pastry,72.5,10.0,0.0,2.5,350.0,82.5,7.24999275000725,High
Ready To Eat Custard,Pastry,16.7,2.5,3.0,0.5,105.0,22.2,6.679973280106879,Medium
Blätterteig,Pastry,35.0,6.2,24.0,1.1,396.0,65.2,5.645152185238411,High
Paniers Feuilletés Au Chèvre Épinard - 4X100G,Pastry,20.6,6.2,17.4,1.3,266.0,44.2,3.3225752861688935,Medium
Préparation Pour Gâteau Bio Au Chocolat,Pastry,82.0,4.6,3.1,4.8,384.0,89.69999999999999,17.826048204243037,High
Puff Pastry Block,Pastry,37.3,5.9,20.1,1.3,356.0,63.3,6.322023183011554,High
All Butter Pastry Twists,Pastry,57.0,12.0,23.0,3.4,490.0,92.0,4.749996041669966,High
Dinky Sausage Rolls,Pastry,27.3,10.4,26.1,1.4,389.0,63.800000000000004,2.6249974759639656,High
Nappage Au Caramel,Pastry,77.0,0.0,0.0,0.5,315.0,77.0,7699999.999999999,High
Deluxe Custard West Country Cream,Pastry,15.9,2.8,5.0,1.0,122.0,23.7,5.678551148031614,Medium
Weikfield,Pastry,88.4,1.0,0.0,0.0,358.0,89.4,88.39911600883991,High
Pizza Bases,Pastry,49.9,8.1,8.9,2.8,318.0,66.9,6.160486221621949,High
Melkchocoladehagelslag,Pastry,72.0,5.7,15.0,0.0,450.0,92.7,12.63155678674248,High
Woodford Pizza Base,Pastry,46.1,10.6,2.6,3.3,257.0,59.300000000000004,4.349052500893867,Medium
Complete Pancake & Waffle Mix Buttermilk,Pastry,75.44,7.02,2.63,1.75,350.9,85.08999999999999,10.746423438143252,High
4 Paniers Deux Saumons,Pastry,23.0,8.9,15.0,0.5,263.0,46.9,2.5842667592508324,Medium
Sausage Roll 100% British Pork,Pastry,21.8,9.3,26.8,1.6,369.0,57.900000000000006,2.344083500985483,High
Buttermilk Pancake Mix / Mélange À Crêpes Babeurre,Pastry,76.47,5.88,1.47,0.0,352.9,83.82,13.005079923333465,High
Power Flapjacks Buttermilk,Pastry,30.5,17.4,4.4,4.4,194.4,52.3,1.7528725558203704,Medium
4 Vol-Au-Vent Feuilletés À Garnir,Pastry,40.5,7.0,39.9,0.0,552.0,87.4,5.785706020419971,High
Alvalle Gazpacho L'Original,Fruit,3.5,0.9,2.2,1.2,40.0,6.6000000000000005,3.88884567949245,Low
Jamila رايبي,Fruit,12.4,1.9,1.7,0.0,72.0,16.0,6.526281440623997,Low
Biscuit Raisins,Fruit,68.0,8.3,14.0,5.1,441.0,90.3,8.192761213540706,High
"Muesli Raisin, Figue, Abricot",Fruit,59.0,11.0,5.8,10.0,352.0,75.8,5.363631487607739,High
Special Muesli 30% Fruits & Noix,Fruit,60.0,10.0,7.2,8.8,360.0,77.2,5.999994000006001,High
"Muesli Superfruits Raisins, Cassis, Cranberry, Myrtille",Fruit,60.0,12.0,6.0,10.0,358.6,78.0,4.999995833336806,High
Confiture De Fraise,Fruit,61.33,0.5,0.3,0.0,250.0,62.129999999999995,122.65754684906302,Medium
Amande Sans Sucres,Fruit,1.6,0.7,1.7,0.0,25.0,4.0,2.2856816331195273,Low
Confiture De Fraises 430 G,Fruit,63.0,0.5,0.5,0.5,256.0,64.0,125.997480050399,Medium
Country Crisp 4 Noix,Fruit,58.0,11.0,20.0,6.1,465.0,89.0,5.272722479343201,High
Yaourt Grec Muesli,Fruit,16.1,3.3,7.0,0.0,140.0,26.400000000000002,4.878773094626987,Medium
Ratatouille Cuisinée À La Provençal,Fruit,5.7,1.3,4.1,3.4,72.0,11.1,4.384581657064176,Low
Figolu,Fruit,71.9,4.69,8.12,3.12,400.0,84.71000000000001,15.330457717574165,High
Danino,Fruit,12.3,6.5,6.3,0.0,132.2,25.1,1.892304781069568,Medium
Aïn Soltane,Fruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
Danone Nature,Fruit,6.7,3.0,3.0,0.0,66.2,12.7,2.2333258889137038,Low
Yaourt Tendre,Fruit,14.3,4.2,5.0,0.0,119.0,23.5,3.4047537982052427,Medium
Pom'Potes Compotes Gourdes Pomme Nature 1X90G,Fruit,12.0,0.5,0.6,1.3,57.0,13.1,23.99952000959981,Low
"Muesli Bio 36% Fruits, Noix & Graines",Fruit,60.7,9.3,8.4,8.5,373.0,78.4,6.526874702285267,High
Tomato Ketchup,Fruit,23.2,1.2,0.1,0.0,102.0,24.5,19.3331722235648,Medium
Biscuit Soja Orange,Fruit,66.0,11.0,14.0,5.1,442.9,91.0,5.999994545459504,High
Basilico,Fruit,7.6,1.6,2.6,1.9,64.0,11.799999999999999,4.749970312685545,Low
Lait D'Amande,Fruit,4.6,0.5,1.2,0.0,29.0,6.3,9.199816003679926,Low
Carottes Rapees Citron Dnp 320G,Fruit,5.5,1.0,4.5,3.0,63.0,11.0,5.499945000549994,Low
Country Crisp 4 Baies,Fruit,67.0,9.1,13.0,6.0,432.0,89.1,7.362629271835965,High
Press Up Jaouda Petit Orange,Fruit,8.7,0.1,0.0,0.2,37.0,8.799999999999999,86.991300869913,Low
برس اب الخوخ جودة 1لتر,Fruit,8.7,0.1,0.0,0.2,37.0,8.799999999999999,86.991300869913,Low
Délicia - Confiture D'Abricot,Fruit,67.36,0.41,0.12,0.0,272.0,67.89,164.288675885954,Medium
Croustillant 3 Noix,Fruit,56.0,11.0,17.0,9.9,486.7,84.0,5.090904462814125,High
Barres De Fruits Secs & Noix Myrtilles,Fruit,56.0,6.6,11.0,9.5,374.3,73.6,8.484835629036926,High
33Cl Can Slim Tropical,Fruit,6.6,0.1,0.0,0.0,287.0,6.699999999999999,65.993400659934,Medium
Shot De Gingembre Bio,Fruit,7.9,0.4,0.4,0.2,35.0,8.700000000000001,19.74950626234344,Low
Muesli Croustillant Duo Pépites,Fruit,67.0,9.2,13.0,7.6,434.0,89.2,7.282600779781762,High
Ketchup 5 Ingrédients,Fruit,15.0,1.5,0.5,0.7,74.0,17.0,9.999933333777774,Low
Petit Déj' Fruits Rouges À L'Épeautre,Fruit,64.0,8.7,17.0,6.6,457.0,89.7,7.356313383547836,High
Aubergines Cuisinées À La Provençal,Fruit,6.7,1.2,5.2,2.2,83.0,13.100000000000001,5.583286805943284,Low
Nakd Cacahuètes - 140G (4X1P),Fruit,42.0,12.0,23.0,9.3,442.9,77.0,3.499997083335764,High
Muesli Aux Fruits,Fruit,60.0,11.0,6.0,10.0,358.3,77.0,5.454540495872276,High
Delicia Double Concentre De Tomates,Fruit,18.35,4.13,0.09,0.0,91.0,22.57,4.443088515524177,Low
Press Up Moyen,Fruit,8.7,0.1,0.0,0.2,37.0,8.799999999999999,86.991300869913,Low
Cappy Pulpy,Fruit,9.0,0.0,0.0,0.0,37.0,9.0,899999.9999999999,Low
Double Zéro Cerise,Fruit,8.23,3.4,0.2,0.0,48.3,11.83,2.4205811159378943,Low
T&C Muesli Croustillant Avoine Amandes Sans Gluten,Fruit,66.0,9.0,15.0,6.9,447.0,90.0,7.333325185194239,High
Eat Natural Protéines,Fruit,31.6,21.6,30.3,6.9,447.5,83.5,1.4629622856656084,High
Concentré De Tomates Aicha,Fruit,6.41,1.24,0.11,0.81,31.6,7.760000000000001,5.169313150700398,Low
Crème De Marrons De L'Ardèche,Fruit,63.6,1.3,0.8,1.9,270.0,65.7,48.92270059461081,Medium
Muesli Sans Sucres Ajoutés Raisin Figue Datte Abricot,Fruit,59.0,11.0,5.8,10.0,352.0,75.8,5.363631487607739,High
Aicha Tomato Paste,Fruit,23.7,4.6,0.4,3.0,117.0,28.699999999999996,5.152162712689756,Medium
Protéines Cacahuètes & Chocolat Noir,Fruit,33.4,19.5,36.3,5.9,500.0,89.19999999999999,1.7128196344514695,High
Confiture De Fraise Intense,Fruit,39.0,0.5,0.1,1.6,162.0,39.6,77.99844003119938,Medium
Pago Ace - Orange - Carotte - Citron,Fruit,9.2,0.5,0.5,0.0,40.0,10.2,18.399632007359852,Low
Confiture Extra De Fraises,Fruit,59.0,0.4,0.1,1.2,241.0,59.5,147.49631259218518,Medium
Boisson Noisette,Fruit,5.5,1.0,4.5,1.1,69.0,11.0,5.499945000549994,Low
Muesli Bio Superfruits,Fruit,61.8,11.2,5.5,9.4,360.0,78.5,5.517852216203378,High
Raib Vani Jaouda,Fruit,13.0,3.0,2.0,2.0,81.0,18.0,4.333318888937037,Low
Tomates Cerises,Fruit,2.49,0.86,0.26,1.2,19.3,3.6100000000000003,2.895315170753829,Low
Orangina Et Sa Pulpe,Fruit,9.2,0.1,0.1,0.0,39.0,9.399999999999999,91.990800919908,Low
Confiture De Fraises Aicha,Fruit,59.8,0.0,0.3,1.5,239.0,60.099999999999994,5979999.999999999,Medium
Gehackte Tomaten In Tomatensaft,Fruit,3.0,1.3,0.1,1.1,20.0,4.3999999999999995,2.3076745563495664,Low
Confiture Fraise Sans Sucre Ajoutes,Fruit,21.7,0.6,0.5,8.9,89.0,22.8,36.16606389893502,Low
Schweppes Citron 1L,Fruit,4.5,0.0,0.0,0.0,19.2,4.5,449999.99999999994,Low
Amora Ketchup Flacon Souple Tête En Bas 550G,Fruit,22.0,1.2,0.5,0.5,99.0,23.7,18.333180556828694,Low
Courgettes À La Provençale 1/2,Fruit,7.3,1.7,2.5,2.1,63.0,11.5,4.294092387691837,Low
Velouté Fraise,Fruit,14.7,2.3,3.0,0.0,94.7,20.0,6.391276559667132,Low
Pim'S Orange,Fruit,66.0,3.3,13.0,2.5,397.0,82.3,19.99993939412305,High
عصري بناشي,Fruit,13.1,0.7,1.07,0.0,65.0,14.87,18.714018371166127,Low
Compote Pomme Nature,Fruit,12.0,0.3,0.2,1.9,55.0,12.5,39.99866671110963,Low
Yaourt Saveur Myrtille Sauvage,Fruit,13.1,3.5,2.6,0.0,90.4,19.200000000000003,3.7428464490101456,Low
Bol Bol Ketchup,Fruit,28.0,1.0,0.1,0.0,122.0,29.1,27.99972000279997,Medium
"Ketchup Zéro Sel Ajouré, 70% Moins De Sucres",Fruit,5.4,1.6,0.1,0.0,44.0,7.1,3.374978906381835,Low
Double Concentré De Tomates,Fruit,24.0,4.6,0.4,3.0,123.0,29.0,5.217379962217474,Medium
Amora,Fruit,22.0,1.2,0.5,0.5,99.0,23.7,18.333180556828694,Low
Orangensaft,Fruit,8.9,0.8,0.0,0.6,40.0,9.700000000000001,11.12486093923826,Low
Pet 2L Oasis Tropical,Fruit,6.1,0.1,0.0,0.0,28.0,6.199999999999999,60.993900609939004,Low
Double Concentre De Tomate,Fruit,23.7,4.6,0.4,3.0,117.0,28.699999999999996,5.152162712689756,Medium
Myrtille Intense,Fruit,39.0,0.5,0.2,1.8,163.0,39.7,77.99844003119938,Medium
Schweppes Agrum',Fruit,5.8,0.0,0.0,0.0,24.0,5.8,579999.9999999999,Low
Pasta Sauce,Vegetable,5.3,1.6,2.8,1.2,56.0,9.7,3.3124792970043933,Low
Carottes Rapees Citron Dnp 500G,Vegetable,5.5,1.0,4.5,3.0,14.6,11.0,5.499945000549994,Low
Haricots Verts Extra-Fins 1/2,Vegetable,2.3,1.4,0.1,2.4,20.0,3.8,1.6428454082470838,Low
Taboule Oriental 300G,Vegetable,25.0,5.0,6.0,2.0,178.0,36.0,4.99999000002,Medium
Mutti Solo Pomodoro Parma Passierte Italienische Tomaten,Vegetable,5.1,1.6,0.5,1.5,36.0,7.199999999999999,3.1874800782495103,Low
Pois Chiches Très Peu De Jus 1/2,Vegetable,15.0,6.0,2.2,7.7,119.0,23.2,2.499995833340278,Medium
Aicha Double Concentré De Tomates 140 G,Vegetable,23.7,4.6,0.4,3.0,117.0,28.699999999999996,5.152162712689756,Medium
Confiture De Myrtille 70%,Vegetable,40.0,0.5,0.5,3.7,173.0,41.0,79.99840003199937,Medium
Flageolets Préparés 1/2,Vegetable,13.0,6.5,0.8,6.2,98.0,20.3,1.999996923081657,Low
Haricots Verts Extra-Fins 1/4,Vegetable,2.3,1.4,0.1,2.4,20.0,3.8,1.6428454082470838,Low
Vegan Bouillon Powder,Vegetable,30.6,9.6,8.4,0.0,241.0,48.6,3.187496679690959,Medium
Poêlée Méditerranéenne 750G,Vegetable,10.0,2.0,2.7,2.5,77.0,14.7,4.999975000125,Low
Poêlée Paysanne 750G,Vegetable,7.4,1.7,2.7,3.3,44.7,11.8,4.352915571084876,Low
Sauce Tomate Napolitaine,Vegetable,5.1,1.4,2.9,0.0,59.0,9.4,3.642831122634838,Low
Petits Pois Et Carottes 1/2,Vegetable,7.6,3.6,0.7,4.2,22.5,11.899999999999999,2.1111052469298697,Low
Tomato Passata,Vegetable,6.1,1.7,0.2,1.9,37.0,8.0,3.5882141869753705,Low
Confiture D'Abricots Extra Aïcha,Vegetable,63.0,0.0,0.0,1.0,251.0,63.0,6299999.999999999,Medium
Haricots Verts Extra-Fins 4/4,Vegetable,2.3,1.4,0.1,2.4,20.0,3.8,1.6428454082470838,Low
Assaisonnement Aromatise Au Citron,Vegetable,0.14,0.0,0.0,0.0,1.1,0.14,14000.0,Low
Epinards Hachés À La Crème,Vegetable,5.3,3.5,4.4,1.7,78.0,13.200000000000001,1.5142813877674635,Low
Coconut Water,Vegetable,4.5,0.0,0.0,0.0,18.0,4.5,449999.99999999994,Low
Tomatenpulp In Stukjes,Vegetable,3.9,1.2,0.2,0.0,25.0,5.3,3.249972916892359,Low
Pom'Potes Bio - Pomme Bio,Vegetable,12.0,0.5,0.6,1.3,61.0,13.1,23.99952000959981,Low
Haricots Rouges Très Peu De Jus 1/2,Vegetable,14.0,7.7,0.6,8.0,108.0,22.3,1.8181794569097962,Medium
Petits Pois & Carottes,Vegetable,7.6,3.6,0.7,4.2,59.0,11.899999999999999,2.1111052469298697,Low
La Poêlée Rustique 750G,Vegetable,15.0,2.4,2.9,2.0,100.0,20.299999999999997,6.2499739584418395,Low
Les Classiques - Velouté De 9 Légumes,Vegetable,5.6,0.6,0.6,0.9,32.0,6.799999999999999,9.333177780370328,Low
Bebida De Soja 0% Azúcares,Vegetable,0.8,2.8,1.6,0.4,32.0,5.199999999999999,0.28571326530976676,Low
Épinards Branches À La Crème,Vegetable,5.8,3.5,3.1,1.6,68.0,12.4,1.6571381224625072,Low
Velouté De Potiron & Carottes Bio,Vegetable,4.2,0.6,0.7,1.3,28.0,5.5,6.9998833352777465,Low
Courgettes À La Provençale 1/4,Vegetable,5.5,1.8,3.4,1.3,62.0,10.7,3.0555385803412203,Low
Maille Mini Cornichons Petits Croquants Bocal 210G,Vegetable,2.0,0.6,0.5,0.5,13.0,3.1,3.3332777787036885,Low
Couscous Légumes Du Soleil,Vegetable,24.0,4.0,3.3,2.8,147.0,31.3,5.9999850000375,Medium
Pom'Potes (Pomme/Poire),Vegetable,12.0,0.5,0.5,1.6,57.8,13.0,23.99952000959981,Low
Amora Croq'Vert Cornichons Extra-Fins Bocal 370G,Vegetable,2.2,0.7,0.5,2.7,14.0,3.4000000000000004,3.14281224553935,Low
Strawberry Conserve,Vegetable,59.0,0.4,0.1,1.2,241.0,59.5,147.49631259218518,Medium
La Poêlée Champêtre 950G,Vegetable,5.5,2.6,0.4,4.3,45.0,8.5,2.1153764793212333,Low
Girasoli Potiron & Petits Oignons Grillés Plaisir Du Primeux,Vegetable,32.0,8.8,7.8,6.8,247.0,48.599999999999994,3.636359504136927,Medium
Miel Pops,Honey,85.0,5.2,1.5,4.6,384.0,91.7,16.346122411303057,High
Honey,Honey,80.0,0.0,0.0,0.0,320.0,80.0,7999999.999999999,High
Crunchy Oats & Honey,Honey,64.3,8.7,18.1,6.4,466.7,91.1,7.3907961025332165,High
Nature Valley Crunchy Oats & Honey,Honey,64.3,8.7,18.1,6.4,467.0,91.1,7.3907961025332165,High
Miel L'Apiculteur Montagne,Honey,75.1,0.38,0.0,0.0,302.0,75.47999999999999,197.62637825320385,High
Miel De Flores,Honey,83.0,0.5,0.0,0.0,333.0,83.5,165.99668006639868,High
Clear Honey,Honey,82.4,0.3,0.0,0.2,400.0,82.7,274.6575114162861,High
Oats 'N Honey Granola Bars,Honey,69.05,7.14,16.67,4.76,452.4,92.86,9.670854802724367,High
Miel Liquide,Honey,75.1,0.4,0.1,0.1,302.0,75.6,187.7453063673408,High
Simply Granola With A Hint Of Honey,Honey,66.0,11.0,11.0,6.3,417.8,88.0,5.999994545459504,High
Simply Crunchy Honey Baked Granola,Honey,65.9,10.9,10.9,6.3,430.0,87.70000000000002,6.045866012966961,High
The Honey Soaked Seeded Bloomer,Honey,40.6,9.8,4.8,6.8,256.0,55.2,4.142852915456209,Medium
Organic Honey,Honey,81.5,0.5,0.5,0.5,331.7,82.5,162.9967400651987,High
Cretan Blossom Honey,Honey,80.95,0.0,0.0,0.0,333.3,80.95,8095000.0,High
Toblerone White,Honey,62.0,6.1,29.0,0.2,537.0,97.1,10.163917764069241,High
Nature Valley Crunchy Oats And Honey,Honey,71.0,8.6,18.0,6.4,467.0,97.6,8.255804353715869,High
Miel Squeezer,Honey,80.0,0.0,0.0,0.0,512.0,80.0,7999999.999999999,High
Organic Raw & Unfiltered Honey,Honey,80.95,0.0,0.0,0.0,285.7,80.95,8095000.0,Medium
Oz Miel,Honey,82.0,6.6,1.8,4.9,381.0,90.39999999999999,12.424223599661214,High
Blossom Honey,Honey,76.0,0.5,0.5,0.5,307.0,77.0,151.99696006079878,High
Gaufres Fourrage Au Miel - Bio,Honey,65.5,4.8,19.7,2.3,463.0,90.0,13.645804904573117,High
Ricola Douceur De Miel,Honey,96.0,0.0,0.0,0.0,386.0,96.0,9600000.0,High
Honey Wheat Bread,Honey,53.85,11.54,1.92,3.85,250.0,67.31,4.666373772639712,Medium
Runny Honey,Honey,88.0,0.0,0.67,0.67,359.0,88.67,8800000.0,High
Honey Granola,Honey,49.2,13.1,26.67,7.0,494.0,88.97,3.755722323876089,High
Honey & Salt Cashew Mix,Honey,43.2,14.7,32.4,0.0,539.0,90.30000000000001,2.9387735110384283,High
Elephant Squeezed Pretzels Honey Mustard & Onion,Honey,70.0,8.9,14.0,0.0,445.0,92.9,7.865159702067751,High
Pretzels Honey Mustard & Onion,Honey,70.0,8.9,14.0,0.0,445.0,92.9,7.865159702067751,High
Honey Maid Grahams,Honey,80.0,6.67,10.0,3.33,433.3,96.67,11.99398501651422,High
Breakfast Honey & Nut With Choc Chips,Honey,65.0,7.7,15.0,7.6,446.7,87.7,8.441547478509769,High
Miel De Naranjo,Honey,83.0,0.4,0.0,0.0,333.0,83.4,207.49481262968425,High
Moutarde Au Miel Pot,Honey,35.0,4.2,6.4,3.2,226.0,45.6,8.333313492110733,Medium
Squeezy Honey,Honey,81.9,0.1,0.2,0.0,330.0,82.2,818.9181081891811,High
Greek Style Honey,Honey,13.7,4.1,7.8,0.0,134.0,25.599999999999998,3.341455264743257,Medium
Mops Miel,Honey,88.0,5.4,1.0,2.5,386.0,94.4,16.296266118025706,High
Honey & Nut Shredded Wheat,Honey,68.0,12.0,5.4,9.8,380.0,85.4,5.6666619444483795,High
Tesco Honey & Almond Granola,Honey,64.3,11.4,12.3,6.5,427.0,88.0,5.640345929521114,High
Honey Roast Crunch,Honey,63.0,11.0,15.0,8.8,450.0,89.0,5.72726752066589,High
Manuka Honey,Honey,86.9,0.1,0.1,0.5,350.0,87.1,868.9131086891311,High
Honey Balls,Honey,79.0,7.0,2.0,6.0,374.0,88.0,11.28569816328834,High
Al Janoub Honey,Honey,81.0,0.47,0.47,0.0,305.6,81.94,172.3367587923661,High
Serrano Cholli & Yucatan Honey,Honey,57.2,7.4,23.5,7.8,486.0,88.10000000000001,7.72971928416313,High
Oats & Honey With Toasted Coconut,Honey,70.0,6.67,8.33,6.67,384.6,85.0,10.49473688944994,High
Golden Puffs,Honey,78.3,9.9,1.7,5.8,380.0,89.9,7.909082920118262,High
Lune De Miel D'Acacia Honey,Honey,75.0,0.4,0.0,0.0,302.0,75.4,187.49531261718457,High
Gaufres Au Miel,Honey,69.0,4.2,16.0,3.1,447.0,89.2,16.4285323130183,High
Honey Nut Cheerios,Honey,81.08,8.11,5.41,3.0,482.8,94.6,9.997521581354402,High
6111184009629,Honey,44.1,0.21,0.03,0.0,178.0,44.34,209.9900004761678,Medium
Miel Fruité Lune De Miel,Honey,82.0,0.4,0.5,0.0,307.0,82.9,204.99487512812178,High
P'Tit Déj Honey & Chocolate Chips*,Honey,65.0,7.8,17.0,4.9,453.0,89.8,8.333322649586348,High
"Céréales Mini Cookies, Paquet 375G",Honey,80.0,8.4,1.7,5.4,380.0,90.10000000000001,9.52379818595454,High
Honey Cheerios,Honey,71.1,8.9,3.6,9.1,374.0,83.6,7.988755068814529,High
Stars Hacendado 400Ge,Honey,80.0,7.9,4.7,5.2,403.0,92.60000000000001,10.126569460038658,High
Honey Hoops Honey Flavoured Multigrain Cereal Hoops,Honey,76.8,9.1,3.0,7.7,399.6,88.89999999999999,8.43955116532839,High
Honey Nut Corn Flakes,Honey,82.0,7.6,4.5,2.4,403.0,94.1,10.789459487553307,High
Miel Doux Lune De Miel,Honey,79.0,0.5,0.0,0.0,320.0,79.5,157.99684006319876,High
Supahoney : Manuka + Honey + Vitamin C,Honey,86.9,0.1,0.1,0.0,353.0,87.1,868.9131086891311,High
Miel El Mordjen,Honey,17.0,0.0,1.0,3.0,60.0,18.0,1699999.9999999998,Low
Honey Squeezy,Honey,80.0,0.0,0.0,0.0,320.0,80.0,7999999.999999999,High
Miel Pur D'Abeilles,Honey,82.4,0.3,0.0,0.0,304.3,82.7,274.6575114162861,High
Confiture Extra De Myrtilles,Jam,59.0,0.3,0.1,1.5,241.0,59.4,196.66011132962234,Medium
Confiture Extra Myrtille,Jam,56.0,0.0,0.0,1.4,227.0,56.0,5600000.0,Medium
Confitura De Fresa 0%,Jam,11.5,0.6,0.0,0.0,40.0,12.1,19.16634722754621,Low
Confitura De Melocotones 0% Azúcares Añadidos,Jam,13.2,0.5,0.1,1.5,45.0,13.799999999999999,26.39947201055979,Low
Raspberry Fruit Spread,Jam,57.0,0.5,0.1,2.8,250.0,57.6,113.9977200455991,Medium
Marmelade Bonne Maman Oranges Amères,Jam,59.0,0.3,0.1,0.7,240.0,59.4,196.66011132962234,Medium
Raspberry Conserve,Jam,57.0,0.7,0.2,3.4,239.0,57.900000000000006,81.42740817988316,Medium
"Bonne Maman - Mirabelle Plum Jam, 370G (13Oz)",Jam,59.0,0.4,0.1,1.4,241.0,59.5,147.49631259218518,Medium
Confipote Confiture Allégée En Sucres Pot Fraise 350G,Jam,38.0,0.6,0.5,1.0,163.0,39.1,63.33227779537008,Medium
Confitura De Cereza,Jam,12.5,0.5,0.3,1.9,49.0,13.3,24.999500009999803,Low
Confiture D'Abricots,Jam,63.0,0.0,0.0,1.0,251.0,63.0,6299999.999999999,Medium
"Lingonberry Jam, Organic",Jam,42.0,0.0,0.0,0.0,173.0,42.0,4200000.0,Medium
Préparation Abricot Pomme,Jam,43.0,0.5,0.5,0.0,179.0,44.0,85.99828003439931,Medium
"Confiture Fraise 65% De Fruits, 320G",Jam,40.0,0.5,0.5,1.3,167.0,41.0,79.99840003199937,Medium
St. Dalfour Vruchtenspread Aardbei,Jam,50.0,0.0,0.0,1.4,202.0,50.0,5000000.0,Medium
Kissan Mixed Fruit Jam,Jam,70.5,0.3,0.1,0.8,285.0,70.89999999999999,234.99216692776906,Medium
Préparation De Cerises Noire & Griottes,Jam,33.6,0.8,0.5,9.4,130.0,34.9,41.99947500656242,Medium
