Food_Item,Category,Carbohydrates_g,Protein_g,Fat_g,Fiber_g,Calories
Lune De Miel D'Acacia Honey,Honey,75.0,0.4,0.0,0.0,302.0
Gaufres Au Miel,Honey,69.0,4.2,16.0,3.1,447.0
Honey Nut Cheerios,Honey,81.08,8.11,5.41,3.0,482.8
6111184009629,Honey,44.1,0.21,0.03,0.0,178.0
Miel Fruité Lune De Miel,Honey,82.0,0.4,0.5,0.0,307.0
P'Tit Déj Honey & Chocolate Chips*,Honey,65.0,7.8,17.0,4.9,453.0
"Céréales Mini Cookies, Paquet 375G",Honey,80.0,8.4,1.7,5.4,380.0
Honey Cheerios,Honey,71.1,8.9,3.6,9.1,374.0
Stars Hacendado 400Ge,Honey,80.0,7.9,4.7,5.2,403.0
Honey Hoops Honey Flavoured Multigrain Cereal Hoops,Honey,76.8,9.1,3.0,7.7,399.6
Honey Nut Corn Flakes,Honey,82.0,7.6,4.5,2.4,403.0
Miel Doux Lune De Miel,Honey,79.0,0.5,0.0,0.0,320.0
Supahoney : Manuka + Honey + Vitamin C,Honey,86.9,0.1,0.1,0.0,353.0
Miel El Mordjen,Honey,17.0,0.0,1.0,3.0,60.0
Honey Squeezy,Honey,80.0,0.0,0.0,0.0,320.0
Miel Pur D'Abeilles,Honey,82.4,0.3,0.0,0.0,304.3
Confiture Extra De Myrtilles,Jam,59.0,0.3,0.1,1.5,241.0
Confiture Extra Myrtille,Jam,56.0,0.0,0.0,1.4,227.0
Confitura De Fresa 0%,Jam,11.5,0.6,0.0,0.0,40.0
Confitura De Melocotones 0% Azúcares Añadidos,Jam,13.2,0.5,0.1,1.5,45.0
"Gerblé - No Sugar Added Apricot Jam, 320G (11.3Oz)",Jam,15.0,0.0,0.0,12.0,77.0
Raspberry Fruit Spread,Jam,57.0,0.5,0.1,2.8,250.0
Marmelade Bonne Maman Oranges Amères,Jam,59.0,0.3,0.1,0.7,240.0
Raspberry Conserve,Jam,57.0,0.7,0.2,3.4,239.0
"Bonne Maman - Mirabelle Plum Jam, 370G (13Oz)",Jam,59.0,0.4,0.1,1.4,241.0
Confipote Confiture Allégée En Sucres Pot Fraise 350G,Jam,38.0,0.6,0.5,1.0,163.0
Confitura De Cereza,Jam,12.5,0.5,0.3,1.9,49.0
Confiture D'Abricots,Jam,63.0,0.0,0.0,1.0,251.0
"Lingonberry Jam, Organic",Jam,42.0,0.0,0.0,0.0,173.0
Préparation Abricot Pomme,Jam,43.0,0.5,0.5,0.0,179.0
"Confiture Fraise 65% De Fruits, 320G",Jam,40.0,0.5,0.5,1.3,167.0
St. Dalfour Vruchtenspread Aardbei,Jam,50.0,0.0,0.0,1.4,202.0
Kissan Mixed Fruit Jam,Jam,70.5,0.3,0.1,0.8,285.0
Préparation De Cerises Noire & Griottes,Jam,33.6,0.8,0.5,9.4,130.0
Confipote Confiture Allégée En Sucres Pot Abricot 350G,Jam,38.0,0.6,0.5,0.9,160.0
Gelée De Coing,Jam,59.0,0.2,0.1,1.0,240.0
Myrtille,Jam,51.0,0.5,0.5,0.0,213.0
"Bonne Maman - French Strawberry & Wild Strawberry Jam, 370G (13Oz)",Jam,59.0,0.4,0.1,0.0,241.0
Confiture De Myrtilles,Jam,60.0,0.5,0.5,2.7,249.0
Confiture De Fraise Allégée En Sucres,Jam,39.9,0.4,0.5,1.1,162.0
Emotion,Jam,39.0,0.0,0.0,1.9,164.0
Organic Strawberry Jam,Jam,35.1,0.7,0.3,3.7,158.0
Feketeáfonya Extradzsem,Jam,57.6,0.1,0.3,1.3,238.0
Mixed Fruit Jam,Jam,70.5,0.3,0.1,0.7,285.3
"Confiture Framboise 65% De Fruits, 320G",Jam,40.0,0.8,0.5,3.3,172.0
Strawberry Fruit Spread,Jam,50.0,0.0,0.0,0.0,200.0
Meruňkový Džem,Jam,58.0,0.3,0.02,1.2,240.0
Confiture Myrtilles,Jam,39.0,0.4,0.2,1.5,162.0
Diet Arándanos Y Frambuesas,Jam,12.2,0.5,0.3,2.9,46.0
Confiture Fraises,Jam,59.0,0.4,0.1,1.2,241.0
Confiture Extra De Myrtilles 50% Fruits - Bio,Jam,60.0,0.1,0.1,1.7,244.7
Bonne Maman Strawberry And Wild Strawberry 370G,Jam,59.0,0.4,0.1,0.0,241.0
Mermelada De Fresas De Temporada,Jam,53.0,0.6,0.1,1.5,219.0
Bitter Orange Fine Sliced Marmalade,Jam,59.0,0.3,0.1,0.6,240.0
Confiture Framboise,Jam,37.0,0.9,0.5,2.3,160.0
Squeezy Chocolatey Topping,Jam,54.8,7.0,7.2,0.0,313.0
Strawberry Extra Jam,Jam,59.0,0.4,0.2,0.0,154.0
Confiture Myrtille Sauvage,Jam,41.0,0.0,0.0,2.4,169.0
Aprikosenmarmelade,Jam,53.1,0.5,0.1,1.3,221.0
Confiture De Myrtilles Bio,Jam,35.7,0.4,0.2,2.9,154.0
Confiture Cerise Intense,Jam,39.0,0.7,0.2,1.6,164.0
Myrtille 65% De Fruit,Jam,41.0,0.0,0.0,1.6,169.0
Confiture De Myrtille Bio 350G,Jam,42.0,0.5,0.0,2.1,178.0
Confiture Myrtille,Jam,60.0,0.5,0.3,1.5,248.0
Sweet Chilli Jam,Jam,31.7,0.6,0.27,0.0,138.6
Confitura Extra De Frutos Rojos,Jam,58.9,0.5,0.2,2.0,246.0
"Bonne Maman - Apricot And Peach French Jam, 13Oz (370G) Jar",Jam,59.0,0.4,0.1,1.1,241.0
Hazelnut Chocolate Spread,Jam,49.4,6.4,36.6,0.0,494.0
Myrtille Bio,Jam,46.0,0.5,0.5,0.0,189.0
Rhubarbe Cuite Au Chaudron,Jam,43.0,0.5,0.5,0.0,179.0
Confettura Mirtilli,Jam,13.1,0.4,0.2,2.0,48.0
100% Issu Des Fruits Fraise,Jam,40.0,0.8,0.6,3.2,180.0
Confiture Extra Figues De Provence,Jam,55.0,0.7,0.5,2.3,230.0
Confiture Orange Bio,Jam,60.0,0.6,0.0,0.9,247.0
Doce De Morango,Jam,14.8,0.4,0.2,0.0,52.0
Classic Strawberry,Jam,60.7,0.1,0.2,1.0,252.0
Waldfrucht Fruchtaufstrich,Jam,41.0,0.6,0.4,0.0,179.0
Strawberry Jam,Jam,35.0,0.0,0.0,3.0,153.0
Fine Cut Oxford Marmalade,Jam,61.0,0.5,0.5,0.0,250.0
Marmellata Zueg Zero Zuccheri Aggiunti Albicocche,Jam,12.0,0.5,0.1,1.9,45.0
Myrtille 65% De Fruits,Jam,40.0,0.5,0.5,3.4,172.0
"Blueberry Jam, Organic",Jam,62.0,0.0,0.0,0.0,248.0
Apricot Conserve,Jam,59.0,0.5,0.1,1.1,241.0
Zero Zuccheri Aggiunti,Jam,14.8,0.4,0.1,2.1,55.0
Confiture Extra Fraises De Dordogne,Jam,56.0,0.5,0.5,2.3,231.0
Sauerkirsche Fruchtaufstrich,Jam,39.0,0.6,0.3,0.0,168.0
Confiture Cœur De Myrtille,Jam,40.0,0.0,0.0,1.9,169.0
Four Fruits Fruit Spread,Jam,50.0,0.7,0.0,2.5,200.0
Crème De Marrons À La Vanille,Jam,61.4,1.2,0.6,2.2,260.0
Confiture Fraises Et Framboises,Jam,58.0,0.5,0.1,2.0,239.0
Jelly,Jam,51.0,1.0,0.0,0.0,208.0
Orange 🍊 Citron 🍋 Pamplemousse,Jam,35.0,0.5,0.5,0.0,147.0
Confiture Fruits Rouges,Jam,58.0,0.5,0.5,1.6,235.0
Fig Jam,Jam,48.67,0.0,0.0,0.0,200.0
Natù Mirtilli Neri Di Bosco,Jam,22.0,0.6,0.4,2.8,100.0
Jambon Simplement Bon Sans Couenne,Pork,0.5,22.0,2.8,0.5,115.0
Herta Le Bon Paris Jambon Au Torchon Sans Nitrite X4 - 140G,Pork,0.8,21.0,2.4,0.0,108.8
Bâton De Berger Mini Nature,Pork,4.1,29.0,42.0,0.0,510.0
Herta Le Bon Paris Jambon À L'Étouffée X10 -425G,Pork,0.0,21.0,2.3,0.0,105.9
Herta Le Bon Paris Jambon À La Broche Sans Nitrite X4 - 140G,Pork,1.0,21.0,3.1,0.5,116.0
Fuetec Original,Pork,4.0,27.5,35.5,0.0,445.5
Rôti De Porc - 25% De Sel*,Pork,0.9,24.0,2.5,0.0,122.1
Carottes Râpées,Pork,6.1,1.0,4.5,2.9,82.0
Herta Lardons Fumés Sel Réduit 2X75G - 150G,Pork,0.0,17.0,20.0,0.0,248.0
Jambon De Porc Torchon Sans Nitrite,Pork,0.5,21.0,2.8,0.0,111.0
Jamón Serrano G.T.S.,Pork,0.5,30.0,12.0,0.0,230.0
10 Crêpes Jambon Emmental,Pork,18.0,6.8,2.8,1.6,127.0
Mini Taquitos Jamón,Pork,1.0,33.67,10.56,0.0,130.1
Rôti De Porc À La Broche,Pork,0.8,23.0,3.0,0.0,122.0
Dés D'Épaule,Pork,1.9,17.0,6.0,0.0,130.0
Jambon Supérieur Sans Couenne,Pork,0.2,22.0,3.4,0.0,85.0
Lardons Fumés,Pork,0.7,16.0,20.0,0.0,247.0
Saucisses Fumées,Pork,1.7,15.0,20.0,0.0,247.0
Bordeau Chesnel Rillettes Du Mans The True,Pork,0.4,16.2,40.5,0.0,431.0
Véritables Saucisses Viennoises D'Alsace,Pork,0.9,14.0,24.0,0.0,276.0
Véritables Rillettes Du Mans,Pork,0.5,15.0,36.0,0.0,382.0
Rôti De Porc,Pork,1.0,20.0,3.0,0.0,111.0
Bacon Fumé,Pork,1.4,22.0,4.3,0.0,132.0
Unsmoked Back Bacon Rashers,Pork,1.0,29.4,15.1,0.0,257.0
"Gratin D'Endives Jambon Supérieur, Emmental",Pork,3.3,6.9,7.1,0.8,107.1
Jambon À L'Ancienne 4 Tranches,Pork,0.3,21.0,6.7,0.0,146.0
This Isn'T Pork Sausages,Pork,5.8,10.7,14.4,4.0,203.0
Chorizo Doux,Pork,5.0,21.0,34.0,0.5,502.0
Lacón Al Horno Lonchas,Pork,0.5,18.0,12.0,0.0,180.0
4 Tomates Farcies,Pork,3.0,6.5,4.6,1.4,82.0
Rôti De Porc Aux Herbes,Pork,1.0,22.0,4.0,0.0,126.0
Jamón Jugoso Cocido En Su Jugo,Pork,1.4,17.2,2.7,0.0,43.6
Frankfurters,Pork,2.0,11.14,25.14,1.4,280.0
Herta Le Bon Paris Jambon Torchon Sel Réduit Ss Nitrite X4,Pork,1.0,21.0,2.6,0.0,111.4
Aligot De L'Aveyron Et Saucisse De Toulouse,Pork,6.3,11.0,11.0,0.9,167.0
Jambon Sup Dd Csn Label Rouge 4T 160G,Pork,0.6,21.0,2.1,0.0,112.0
Riz Cantonais,Pork,22.0,5.0,5.0,1.1,155.2
Pulled Pork,Pork,2.0,18.0,7.0,0.5,144.0
6 Smoked Back Bacon Rashers,Pork,1.1,28.0,13.0,0.01,237.0
Herta Knacki Saucisses Sel Réduit Csn X6 - 210G,Pork,1.3,13.0,23.0,0.0,264.2
Lentilles Façon Petit Salé 4/4,Pork,8.4,4.9,0.3,3.3,63.0
Bat.A Picorer Nature Jb 160G,Pork,2.7,28.0,38.0,0.0,465.0
Herta Dés De Jambon - 2X75G,Pork,0.7,18.0,2.3,0.0,95.5
Jambon Sup Dd Tsr Csn 10T 300G,Pork,0.3,23.0,2.7,0.3,113.0
"Saucisse De Montbéliard, Lentilles Cuisinées",Pork,7.5,8.7,8.9,3.3,152.0
Piémontaise Au Jambon,Pork,7.3,4.1,5.9,1.5,102.0
Lardons Nature,Pork,0.8,16.7,20.0,0.0,250.0
Knacks Porc X10 350G,Pork,1.3,15.0,19.0,0.0,674.3
Jambon De Paris,Pork,0.4,21.0,3.8,0.0,120.0
Chorizo Doux Pur Porc - 225G,Pork,4.5,20.0,42.0,0.5,477.0
6 Premium Pork Sausages,Pork,1.0,14.8,19.7,0.1,241.0
Naked Bacon,Pork,1.0,29.4,15.1,0.1,257.0
Maxi Lomo,Pork,2.2,16.2,3.5,0.0,105.0
Cassoulet Pur Porc,Pork,8.9,7.3,4.7,3.8,115.0
Schinken,Pork,1.0,20.0,1.9,0.0,101.0
Jambon Le Supérieur,Pork,0.5,22.0,2.8,1.0,115.0
Rillettes Bordeau Chesnel Format Familial,Pork,0.4,16.0,40.5,0.0,431.0
Jambon Supérieur Moins 25% De Sel,Pork,0.5,20.5,3.0,0.0,111.0
Le Jambon Supérieur -25% De Sel Sans Couenne,Pork,0.5,20.8,2.6,0.0,109.0
Cervelas,Pork,0.8,12.7,24.9,0.5,278.0
Le Supérieur Cuit À L'Étouffée,Pork,0.6,20.0,3.4,0.0,113.0
Pate De Porc,Pork,4.0,11.0,13.9,0.9,186.0
Le Bon Paris Jambon Tranché Fin Sel Réduit Sans Nitrite X4,Pork,0.8,22.0,2.4,0.0,112.8
6 Sausage Rashers,Pork,0.0,20.0,7.17,0.0,146.5
Allumettes Fumees Sup 2X100G Ranou,Pork,1.2,16.0,20.0,0.5,246.7
Tagliatelles À La Carbonara,Pork,13.0,6.9,8.9,1.1,162.0
Pizza Jambon Speck Gorgonzola Mozzarella,Pork,26.0,14.0,11.0,1.9,263.0
Saucisses De Strasbourg,Pork,1.3,12.0,26.0,0.0,287.0
Filet De Bacon,Pork,1.3,22.3,3.0,0.9,123.0
Mon Jambon Supérieur Avec Couenne,Pork,0.6,20.0,7.4,0.0,149.0
3 Boudins Noirs À L'Ancienne,Pork,3.0,11.0,19.0,0.0,231.0
Knacks Porc Csn X6 210G,Pork,1.4,13.0,24.0,0.5,275.0
2 Quiches Lorraines,Pork,18.0,11.0,18.0,1.0,273.0
Le Pâté Hénaff Bio,Pork,0.5,17.0,21.0,0.0,257.0
Salade À La Piémontaise Au Thon,Pork,5.2,8.4,8.9,0.0,61.4
Dubai Chocolate,Turkey,51.7,11.6,30.0,3.8,531.0
Maxi Pavo Finas Lonchas,Turkey,6.8,12.8,0.5,0.0,53.3
Gewürzgurken Auslese,Turkey,5.6,1.0,0.1,1.5,33.0
Cordon Bleu De Dinde,Turkey,14.0,14.0,8.7,2.0,194.0
Escalope Cordon Bleu De Dinde,Turkey,16.0,13.0,9.0,2.0,201.0
Cocktail Sans Sel Ajouté,Turkey,25.0,19.0,40.0,6.4,549.0
Pechuga De Pavo 60%,Turkey,4.0,14.0,1.0,0.0,81.0
Деликатесни Пуешки Гърди,Turkey,2.0,22.0,2.0,0.2,114.0
Cococoa,Turkey,61.5,2.9,24.9,4.0,469.0
Blanc De Dinde Sup 4T 160G,Turkey,1.1,22.0,1.3,0.5,105.4
Avellana Tostada 0% Sal Añadida,Turkey,3.0,18.0,68.0,9.4,710.0
Dazzling Dates,Turkey,58.67,2.33,0.67,7.67,266.7
Tomates Séchées 165G,Turkey,6.7,3.4,12.0,5.9,159.0
Пуешки Гърди,Turkey,1.0,22.0,2.0,0.0,111.0
Abricots Moelleux,Turkey,42.0,2.0,0.3,6.2,193.0
Fromage Fondu À Tartiner,Turkey,7.0,9.0,21.0,0.0,253.0
Pechuga De Pavo,Turkey,0.5,20.0,1.0,0.0,100.0
Füstölt Pulykavirsli,Turkey,0.9,15.0,14.0,0.0,380.0
6111242107038,Turkey,10.5,10.13,21.7,0.0,235.0
Kalkonbryst/Kalkunbryst,Turkey,1.0,20.0,2.0,0.5,82.4
Lentilles Corail,Turkey,60.0,26.0,2.1,11.0,380.0
Heart Healthy Mixed Nuts,Turkey,8.0,3.0,17.0,3.0,200.0
Putenbrust,Turkey,1.0,20.0,1.2,0.0,95.0
Lomo De Pavo,Turkey,0.7,40.0,5.8,0.0,172.0
The Taste Of Dubai,Turkey,51.7,7.7,34.0,2.8,545.0
Pechuga,Turkey,2.0,18.0,1.5,0.0,94.0
Paistettu Kalkkunanrinta Siivuina,Turkey,2.0,22.0,2.0,0.2,114.0
Soft Apricots,Turkey,40.0,2.0,1.67,5.0,186.7
Petto Di Tacchino,Turkey,2.5,18.0,1.5,0.0,96.0
Cordon Bleu De Poulet X2,Turkey,13.0,15.0,11.0,1.6,214.0
Caribic Royal,Turkey,59.0,5.5,15.0,0.0,412.0
Jamón De Pavo,Turkey,1.5,14.0,2.5,0.0,85.0
Longaniza De Pavo,Turkey,3.1,31.0,18.0,0.0,315.0
Blanc De Dinde Hala.,Turkey,0.5,22.0,1.3,0.0,102.0
Peito Peru,Turkey,4.7,13.0,2.3,0.0,92.3
Jambon Curcan Matache Macelaru,Turkey,0.4,18.1,3.7,0.0,107.0
Pechuga De Pavo Braseada,Turkey,2.0,18.0,1.5,0.0,313.3
Pechuga Noel,Turkey,1.67,19.33,1.67,0.0,93.3
Nuggets Pavo,Turkey,15.2,12.3,11.8,0.7,218.0
Petto Di Tacchino Cotto Al Forno Affettato,Turkey,3.5,18.0,2.0,0.0,105.2
Červená Čočka,Turkey,50.0,26.0,1.5,13.0,341.0
Roasted Turkey Slices,Turkey,0.48,23.33,1.9,0.48,116.1
La Vosgienne Seve De Pin,Turkey,98.0,0.1,0.1,0.0,394.0
Cuida-T⁺ Fatias Finas Peito De Peru,Turkey,3.5,15.0,0.5,0.0,90.0
Fesa Di Tacchino Al Forno,Turkey,3.6,18.0,1.2,0.0,93.0
Roast Turkey Breast - Tesco Finest,Turkey,0.1,29.3,1.1,0.5,129.0
Classic All Butter Mince Pies,Turkey,62.4,3.8,14.0,1.7,394.0
Trident Mixed Berries Flavour,Turkey,0.1,0.5,6.2,0.0,212.0
Forno De Lenha Peito De Peru Fatias Clássicas,Turkey,3.8,16.0,1.1,0.5,89.0
Putenbrustfilet,Turkey,1.0,21.0,2.0,0.0,106.0
Turkey Rashers Lightly Smoked,Turkey,1.2,24.2,1.6,0.0,95.8
Roasted Turkey Breast,Turkey,0.0,19.64,0.89,0.0,89.3
2 Haches A Cuire A La Dinde,Turkey,1.0,19.0,4.3,0.0,119.0
Putenbrust Mit Honig,Turkey,1.7,19.8,2.0,0.0,105.0
Șuncă Din Pipt De Curcan 91 % Carne,Turkey,1.0,20.0,2.0,0.5,103.0
Panés Façon Milanaise Parmesan X2,Turkey,17.0,13.0,16.0,2.3,269.0
Burçak Milk Chocolate Biscuits,Turkey,60.3,8.1,27.0,4.3,506.0
Slow Roasted Turkey Breast,Turkey,1.92,19.23,0.96,0.0,96.2
Turkey Rashers,Turkey,2.0,23.2,2.0,0.0,116.0
Jambon De Dinde Fumé,Turkey,5.3,16.6,0.6,0.0,93.0
Lardons De Volaille Fumés,Turkey,1.0,19.0,12.5,0.0,192.5
Pechuga De Pavo Cocida 90%,Turkey,0.0,22.0,1.8,0.0,104.0
Unsalted Deluxe Mixed Nuts,Turkey,24.69,17.64,52.91,7.05,634.9
Oven Roasted Turkey Breast,Turkey,0.0,25.45,0.0,0.0,109.1
Liquids - Fraise / Citron Vert,Turkey,70.0,1.2,0.0,0.0,172.0
Pechuga Pavo Braseado,Turkey,3.0,16.0,0.5,0.0,81.0
Panés Chêvre Epinard X2,Turkey,15.0,12.0,11.0,3.0,213.0
Petto Di Tacchino Al Forno,Turkey,2.5,18.0,1.5,0.0,96.0
Nuggets Extra Crosutillant X20,Turkey,17.0,13.0,12.0,1.8,232.0
Mon Cordon Bleu De Dinde X2,Turkey,8.7,3.8,1.6,20.0,137.0
4 Cordons Bleus De Dinde,Turkey,15.19,11.0,16.0,0.0,242.0
Blanc De Dinde Fumé,Turkey,0.4,22.0,2.5,0.0,113.0
Pickles,Turkey,11.0,0.9,0.5,1.0,56.0
Ülker Bol Sütlü Kare Çikolata,Turkey,57.0,7.9,30.0,2.5,537.0
Hazelnut Spread,Turkey,51.0,8.0,37.0,5.2,579.0
Filet De Dinde,Turkey,0.7,21.0,2.5,0.5,107.0
Original All Natural Chomps Antibiotic Free Turkey,Turkey,0.0,37.5,10.94,0.0,285.7
Puten Lachsschinken,Turkey,1.0,26.0,1.5,0.0,122.0
Пуешки Хапки,Turkey,17.7,11.5,12.5,0.0,229.0
Rote Linsen,Turkey,50.0,25.5,1.5,13.0,341.0
Figues Séchées Lerida,Turkey,59.0,3.5,1.0,0.0,272.0
Française,Turkey,15.0,11.0,14.0,1.9,234.0
Nuggets Jambon De Dinde Fromage,Turkey,19.0,8.7,13.0,4.1,236.0
Escalpe De Dinde À La Milanaise,Turkey,6.5,22.0,1.2,0.01,125.0
Escalope  De Dinde Milanaise,Turkey,16.0,7.2,3.5,1.9,126.0
Ideal Halal Lamb Broth 76 G,Lamb,1.0,1.0,1.5,0.0,20.0
Waffle Fries,Lamb,22.0,2.7,7.5,0.0,176.0
Lamb Stock,Lamb,6.0,4.9,6.0,1.0,98.0
Lamb Moussaka,Lamb,7.5,6.75,9.5,1.4,146.0
Lamb And Vegetable Big Soup,Lamb,8.7,2.8,1.3,1.3,61.0
Super Crispy Steak Cut Fries,Lamb,21.43,2.38,4.17,2.38,131.0
Lamb Rogan Josh,Lamb,4.1,11.5,6.2,1.4,121.0
Bistro Salad,Lamb,3.2,1.8,0.0,1.4,25.0
Lamb Shanks,Lamb,3.4,19.49,7.6,0.5,161.0
Best Lamb Gravu,Lamb,71.5,5.1,4.3,1.5,348.0
Ground Lamb,Lamb,0.0,17.86,19.64,0.0,258.9
Minted Lamb Kebabs,Lamb,6.08,18.65,12.43,1.49,213.5
4 Lamb Shish Kebabs,Lamb,3.47,14.67,17.07,0.67,226.7
Lamb Mince 20% Fat,Lamb,0.1,17.2,17.4,0.1,226.0
Massaman Style Lamb Shanks,Lamb,5.11,17.7,11.6,1.21,198.0
Lamb Biryani,Lamb,13.8,8.8,9.4,1.4,178.0
Lamb’S Spiced Rum,Lamb,4.4,0.0,0.0,0.0,17.2
Super Crispy Shoestring Fries,Lamb,27.38,3.57,7.14,0.0,176.5
Taste The Difference Lamb Moussaka,Lamb,8.0,5.7,9.3,0.9,141.0
Lamb Hot Pot,Lamb,10.2,4.9,2.9,1.8,90.0
Gilde Fårepølse 150G,Lamb,0.0,24.0,27.0,0.0,338.0
Lamb Burger,Lamb,6.2,22.0,21.0,0.0,303.0
Sheperds Pie,Lamb,12.44,5.38,3.4,1.3,105.0
Chunky Soup Lamb & Veg,Lamb,8.5,3.7,1.5,1.6,65.5
Mediterranean Lamb Stew,Lamb,5.9,6.1,4.4,1.9,94.0
Minted Lamb Burgers,Lamb,2.0,21.3,19.7,0.5,272.0
Spicy Lamb Merguez Sausages,Lamb,1.3,18.2,16.5,0.0,168.7
Weston Seasoned Skin On Wedges,Lamb,20.0,2.5,6.1,2.3,150.0
Potato Dippers,Lamb,22.0,1.9,4.8,2.0,143.0
British Lamb Mince,Lamb,0.0,1.0,20.0,0.0,245.0
Crispy Hash Brown Dices,Lamb,24.1,1.2,4.22,0.0,92.3
Lamb Weston Stealth Fries,Lamb,24.0,2.2,6.5,3.1,168.0
The Grill Lamb Burgers,Lamb,5.2,15.3,21.0,0.0,276.0
Frozen Lamb Mince,Lamb,0.5,0.16,20.0,0.0,254.0
"Crucials Mint Sauce Rich&Fragrant, Ideal For Lamb",Lamb,13.8,0.8,0.3,1.2,63.0
Hverdagslam,Lamb,0.0,18.0,20.0,0.0,252.0
Plant-Based Succulent Greek Lamb Style Strips,Lamb,11.3,20.6,9.5,0.9,114.0
Lamb And Mint Gravy,Lamb,3.0,0.5,2.1,0.5,32.0
Minted Lamb Shoulder,Lamb,2.6,23.9,30.1,0.0,377.0
This Isn’T Lamb Kebabs,Lamb,5.7,14.0,15.0,3.2,209.0
Garlic And Herb Lamb Mini Meatballs,Lamb,3.8,18.0,20.0,0.5,265.0
Lamb Leg Steaks,Lamb,0.5,23.5,12.2,0.5,206.0
Beetroot Salad,Lamb,4.8,2.0,0.3,1.3,25.0
Slow Cooked Mint Gravy Lamb Shank,Lamb,5.8,22.8,9.8,0.5,204.0
Lamb & Mint Kebabs,Lamb,5.89,12.89,12.83,0.39,191.1
Slow Cooked Lamb Shank In Mint Gravy,Lamb,1.8,26.4,11.5,0.6,218.0
New Zealand Lamb Chops (8),Lamb,0.0,17.6,23.0,0.0,277.0
Vegetarian Quick Cook Lamb Steaks,Lamb,8.2,16.0,15.0,1.7,232.0
At Tasting Fryer Oven Fries Lamb Weston Ziggy Frie,Lamb,23.0,2.3,6.3,2.7,164.0
20 Lamb Meatballs,Lamb,1.2,26.5,16.0,0.6,256.0
Oakhurst Slow Cooked Lamb Shanks With Mint Gravy C,Lamb,3.9,17.2,10.6,0.8,181.0
Grill Fries Salt En Pepper,Lamb,19.7,2.5,8.3,4.9,173.0
Twister Fries,Lamb,20.0,1.7,7.0,3.4,158.0
Slow Cooked Lamb Shanks With Mint Jus,Lamb,0.79,6.61,2.87,0.17,55.5
2 Lamb Shanks,Lamb,6.9,24.1,8.4,1.2,200.0
Tasty Minted Lamb Kebabs Gisttenfree Deliciou,Lamb,7.7,18.0,19.0,1.2,273.0
Beef And Lamb Gyro Slices,Lamb,8.82,12.3,28.2,0.0,333.3
Twister,Lamb,22.0,2.4,7.6,9.8,174.0
Middle Eastern Lamb Shoulder,Lamb,4.1,15.8,14.5,1.0,212.0
Pulled Lamb Keema Rolls,Lamb,24.9,7.4,6.7,2.8,195.0
Great Tasting An Fryer & Enries Lamb Weston Twiste,Lamb,26.0,1.8,6.6,2.4,176.0
Slow Cooked Lamb Shank,Lamb,1.8,27.4,8.6,0.7,195.0
Lamb And Mint Burgers,Lamb,1.12,7.28,5.25,0.0,81.2
Moroccan Lamb Tagine,Lamb,7.7,10.8,3.1,1.9,106.0
Moroccan Lamb Meatballs,Lamb,17.6,5.4,8.3,1.7,170.2
Lamb Kofta Flavour Ridge Cut Crisps,Lamb,55.0,5.9,32.2,3.5,540.0
Mutton Biryani,Lamb,20.6,9.1,5.2,0.0,170.0
Lamb Grillsteaks,Lamb,6.7,18.6,14.9,1.8,238.0
Slow Cooked Lamb Shank In Red Wine Gravy,Lamb,2.9,23.8,8.2,0.1,181.0
Moroccan Style Lamb Shoulder,Lamb,6.9,15.6,17.2,0.5,245.0
20% Minced Lamb,Lamb,0.5,21.5,20.0,0.5,266.0
New Zealand Lamb Chops,Lamb,0.0,18.5,18.9,0.0,244.1
Lamb Jerky,Lamb,6.0,42.0,12.0,0.0,300.0
Lamb Vindaloo,Lamb,14.5,7.81,5.95,1.86,145.0
Minced Lamb Hotpot,Lamb,13.8,7.3,3.8,0.0,122.0
Slow Cooked Harissa Lamb Shanks,Lamb,0.19,16.33,7.83,0.36,137.2
Grass Fed Ground Lamb,Lamb,0.0,19.47,11.5,0.0,186.0
Super Crispy Tots,Lamb,25.0,2.38,10.71,2.38,214.3
4 Lamb Lion Chops,Lamb,0.0,17.6,23.0,0.0,277.0
Garden Mint Marinade,Lamb,70.8,2.9,0.4,1.3,331.0
Lamb Soup,Lamb,6.8,3.0,1.0,1.1,50.0
Fårepølse,Lamb,1.0,24.0,23.0,0.0,306.0
Slow Cooked British Lamb Casserole With A Rich Red Wine Gravy,Lamb,3.6,12.6,5.7,1.4,119.0
Lamb Casserole Recipe Base,Lamb,8.14,1.4,0.47,0.0,97.3
Sweet & Delicious Bistro Salad,Lamb,5.0,1.7,0.5,1.7,31.0
Irish Lamb Leg Steaks,Lamb,0.1,19.0,12.3,0.0,187.0
Algues Nori,Sushi,4.9,41.0,3.6,36.0,296.0
Onigiri Avocat,Sushi,29.0,2.4,3.5,0.0,161.0
Sushi Box,Sushi,22.0,5.5,9.4,0.0,196.0
Onigiri Saumon Sauce Teriyaki,Sushi,29.0,4.5,1.8,0.0,152.0
Rainbow Salmon Poke,Sushi,24.57,5.54,4.15,0.69,159.4
Riz Japonica - Spécial Sushi,Sushi,77.5,5.8,1.0,0.0,345.0
Sushi Box Komaki,Sushi,26.0,4.7,4.6,1.0,166.0
Sushi Nori Roasted Seaweed,Sushi,32.0,41.0,3.3,7.7,337.0
Sushi Rice,Sushi,80.4,6.7,0.4,1.0,354.0
Riz Sushi Japonica,Sushi,76.0,6.8,1.3,1.0,345.0
